,address,station3,market,school,bank,cafe,hospital
1216,서울특별시 마포구 마포대로 115-8,140.0,60.0,100.0,41.0,161.0,87.0
1217,서울특별시 마포구 마포대로 167,20.0,30.0,40.0,31.0,72.0,37.0
1218,서울특별시 마포구 마포대로 195,50.0,30.0,100.0,24.0,44.0,32.0
1219,서울특별시 마포구 마포대로 201,50.0,30.0,100.0,26.0,50.0,33.0
1220,서울특별시 마포구 마포대로 246,70.0,10.0,120.0,18.0,35.0,45.0
1221,서울특별시 마포구 마포대로 262,70.0,20.0,140.0,16.0,31.0,43.0
1222,서울특별시 마포구 마포대로 33,50.0,50.0,40.0,38.0,126.0,77.0
1223,서울특별시 마포구 마포대로10길 22,40.0,40.0,20.0,30.0,101.0,61.0
1224,서울특별시 마포구 마포대로11길 50,0.0,20.0,100.0,20.0,46.0,33.0
1225,서울특별시 마포구 마포대로11길 73,20.0,40.0,140.0,25.0,118.0,49.0
1226,서울특별시 마포구 마포대로11길 84,0.0,20.0,120.0,22.0,39.0,28.0
1227,서울특별시 마포구 마포대로20길 26,50.0,10.0,80.0,27.0,54.0,39.0
1228,서울특별시 마포구 마포대로20길 26,50.0,10.0,80.0,27.0,54.0,39.0
1229,서울특별시 마포구 마포대로24길 16,50.0,20.0,120.0,14.0,34.0,33.0
1230,서울특별시 마포구 마포대로4길 90,20.0,30.0,40.0,19.0,59.0,30.0
1231,서울특별시 마포구 마포대로4라길 30,20.0,30.0,20.0,18.0,66.0,27.0
1232,서울특별시 마포구 마포대로7길 22,0.0,30.0,100.0,34.0,75.0,37.0
1233,서울특별시 마포구 만리재로 36,80.0,30.0,60.0,30.0,98.0,54.0
1234,서울특별시 마포구 만리재로 60,0.0,30.0,40.0,27.0,78.0,41.0
1235,서울특별시 마포구 만리재로 74,0.0,20.0,40.0,10.0,52.0,12.0
1236,서울특별시 마포구 만리재로 74,0.0,20.0,40.0,10.0,52.0,12.0
1237,서울특별시 마포구 망원로1길 27,0.0,0.0,40.0,12.0,96.0,5.0
1238,서울특별시 마포구 망원로2길 103,0.0,10.0,0.0,17.0,203.0,23.0
1239,서울특별시 마포구 모래내로9길 6,50.0,20.0,40.0,20.0,56.0,39.0
1240,서울특별시 마포구 백범로 152,110.0,60.0,120.0,43.0,171.0,119.0
1241,서울특별시 마포구 백범로 199,200.0,30.0,20.0,41.0,138.0,106.0
1242,서울특별시 마포구 백범로 202,250.0,30.0,20.0,45.0,145.0,106.0
1243,서울특별시 마포구 백범로 205,200.0,30.0,40.0,37.0,113.0,78.0
1244,서울특별시 마포구 백범로 212,200.0,30.0,40.0,43.0,118.0,101.0
1245,서울특별시 마포구 백범로 230,170.0,30.0,40.0,36.0,83.0,84.0
1246,서울특별시 마포구 백범로 82,50.0,80.0,100.0,16.0,99.0,18.0
1247,서울특별시 마포구 백범로37길 12,140.0,30.0,60.0,29.0,79.0,54.0
1248,서울특별시 마포구 삼개로 38,20.0,40.0,40.0,23.0,70.0,34.0
1249,서울특별시 마포구 상암산로1길 24,0.0,20.0,40.0,30.0,133.0,40.0
1250,서울특별시 마포구 상암산로1길 52,0.0,30.0,60.0,23.0,91.0,28.0
1251,서울특별시 마포구 상암산로1길 57,0.0,40.0,40.0,8.0,15.0,5.0
1252,서울특별시 마포구 상암산로1길 92,0.0,30.0,60.0,15.0,21.0,9.0
1253,서울특별시 마포구 새창로 52,40.0,30.0,40.0,17.0,50.0,36.0
1254,서울특별시 마포구 새창로8길 72,60.0,40.0,40.0,36.0,90.0,76.0
1255,서울특별시 마포구 새창로8길 72,60.0,40.0,40.0,36.0,90.0,76.0
1256,서울특별시 마포구 서강대길 40,50.0,80.0,120.0,15.0,100.0,17.0
1257,서울특별시 마포구 서강로 83,40.0,80.0,20.0,15.0,106.0,25.0
1258,서울특별시 마포구 서강로 95,20.0,70.0,0.0,21.0,165.0,52.0
1259,서울특별시 마포구 서강로 95,20.0,70.0,0.0,21.0,165.0,52.0
1260,서울특별시 마포구 서강로9길 19,40.0,80.0,0.0,28.0,218.0,69.0
1261,서울특별시 마포구 서강로9길 45,20.0,70.0,0.0,22.0,200.0,52.0
1262,서울특별시 마포구 성암로 41,50.0,30.0,40.0,16.0,40.0,43.0
1263,서울특별시 마포구 성암로 91,0.0,40.0,80.0,12.0,27.0,24.0
1264,서울특별시 마포구 성암로11길 60,90.0,50.0,40.0,10.0,35.0,14.0
1265,서울특별시 마포구 성암로7길 3,0.0,40.0,120.0,15.0,33.0,46.0
1266,서울특별시 마포구 숭문길 106,0.0,30.0,200.0,8.0,43.0,12.0
1267,서울특별시 마포구 숭문길 98,20.0,30.0,180.0,10.0,57.0,16.0
1268,서울특별시 마포구 신수로 15,20.0,50.0,40.0,3.0,24.0,14.0
1269,서울특별시 마포구 신수로 81,70.0,60.0,60.0,13.0,67.0,25.0
1270,서울특별시 마포구 신촌로 150,60.0,60.0,60.0,21.0,284.0,71.0
1271,서울특별시 마포구 신촌로 160,70.0,50.0,80.0,16.0,227.0,56.0
1272,서울특별시 마포구 양화로 45,70.0,10.0,40.0,31.0,281.0,47.0
1273,서울특별시 마포구 연남로 52,0.0,10.0,60.0,10.0,214.0,7.0
1274,서울특별시 마포구 월드컵로1길 14,100.0,10.0,40.0,24.0,217.0,46.0
1275,서울특별시 마포구 월드컵로3길 14,70.0,10.0,20.0,24.0,213.0,47.0
1276,서울특별시 마포구 월드컵북로 216,0.0,30.0,60.0,12.0,24.0,22.0
1277,서울특별시 마포구 월드컵북로 260,60.0,50.0,40.0,13.0,31.0,23.0
1278,서울특별시 마포구 월드컵북로 501,0.0,30.0,20.0,5.0,5.0,4.0
1279,서울특별시 마포구 월드컵북로 502-36,0.0,30.0,20.0,9.0,10.0,4.0
1280,서울특별시 마포구 월드컵북로 502-37,0.0,30.0,20.0,9.0,7.0,4.0
1281,서울특별시 마포구 월드컵북로 502-7,0.0,30.0,20.0,7.0,5.0,4.0
1282,서울특별시 마포구 월드컵북로30길 9-22,0.0,30.0,100.0,13.0,34.0,38.0
1283,서울특별시 마포구 월드컵북로38가길 20,0.0,30.0,80.0,12.0,22.0,23.0
1284,서울특별시 마포구 월드컵북로38길 54,0.0,30.0,80.0,9.0,22.0,24.0
1285,서울특별시 마포구 월드컵북로42가길 11,60.0,40.0,20.0,11.0,61.0,14.0
1286,서울특별시 마포구 월드컵북로43길 11,20.0,40.0,20.0,16.0,77.0,17.0
1287,서울특별시 마포구 월드컵북로47길 46,0.0,20.0,20.0,17.0,64.0,24.0
1288,서울특별시 마포구 월드컵북로5나길 18,0.0,20.0,60.0,27.0,238.0,27.0
1289,서울특별시 마포구 창전로 26,20.0,50.0,20.0,5.0,38.0,15.0
1290,서울특별시 마포구 창전로 45,50.0,50.0,80.0,6.0,43.0,17.0
1291,서울특별시 마포구 창전로2길 10,50.0,70.0,60.0,8.0,64.0,18.0
1292,서울특별시 마포구 큰우물로 28,20.0,50.0,40.0,19.0,99.0,28.0
1293,서울특별시 마포구 토정로 158,20.0,30.0,20.0,5.0,50.0,11.0
1294,서울특별시 마포구 토정로 167,50.0,30.0,40.0,5.0,54.0,14.0
1295,서울특별시 마포구 토정로 242,0.0,50.0,40.0,9.0,29.0,8.0
1296,서울특별시 마포구 토정로31길 23,20.0,50.0,40.0,22.0,63.0,21.0
1297,서울특별시 마포구 토정로31길 24,20.0,50.0,20.0,38.0,143.0,63.0
1298,서울특별시 마포구 토정로32길 11,20.0,40.0,0.0,20.0,50.0,17.0
1299,서울특별시 마포구 홍익로 10,40.0,40.0,40.0,39.0,555.0,76.0
1300,서울특별시 마포구 희우정로 77,0.0,10.0,0.0,13.0,146.0,12.0
1301,서울특별시 서대문구 가재울로 45,0.0,70.0,40.0,22.0,56.0,35.0
1302,서울특별시 서대문구 가재울로 45,0.0,70.0,40.0,22.0,56.0,35.0
1303,서울특별시 서대문구 가재울미래로 2,0.0,60.0,20.0,19.0,33.0,27.0
1304,서울특별시 서대문구 거북골로 100,0.0,70.0,60.0,21.0,38.0,32.0
1305,서울특별시 서대문구 거북골로 120,0.0,60.0,20.0,17.0,29.0,24.0
1306,서울특별시 서대문구 거북골로 154,0.0,60.0,40.0,19.0,34.0,42.0
1307,서울특별시 서대문구 거북골로 154,0.0,60.0,40.0,19.0,34.0,42.0
1308,서울특별시 서대문구 거북골로 84,0.0,70.0,60.0,27.0,40.0,28.0
1309,서울특별시 서대문구 거북골로 91-6,0.0,70.0,40.0,22.0,43.0,38.0
1310,서울특별시 서대문구 거북골로14길 32,0.0,60.0,60.0,19.0,37.0,41.0
1311,서울특별시 서대문구 거북골로18가길 23,0.0,60.0,60.0,19.0,36.0,39.0
1312,서울특별시 서대문구 독립문공원길 17,20.0,10.0,40.0,10.0,8.0,10.0
1313,서울특별시 서대문구 독립문공원길 17,20.0,10.0,40.0,10.0,8.0,10.0
1314,서울특별시 서대문구 독립문로 10,0.0,20.0,60.0,13.0,18.0,25.0
1315,서울특별시 서대문구 독립문로14길 33,0.0,20.0,140.0,9.0,25.0,8.0
1316,서울특별시 서대문구 독립문로14길 74,0.0,20.0,140.0,9.0,35.0,22.0
1317,서울특별시 서대문구 독립문로8길 54,0.0,20.0,60.0,14.0,16.0,25.0
1318,서울특별시 서대문구 동교로 291,0.0,20.0,20.0,15.0,334.0,24.0
1319,서울특별시 서대문구 모래내로 151,50.0,50.0,40.0,13.0,40.0,36.0
1320,서울특별시 서대문구 모래내로 309,0.0,30.0,20.0,5.0,30.0,5.0
1321,서울특별시 서대문구 모래내로 411,0.0,30.0,40.0,8.0,28.0,22.0
1322,서울특별시 서대문구 모래내로 430,0.0,30.0,40.0,5.0,16.0,14.0
1323,서울특별시 서대문구 문화촌길 6-24,0.0,40.0,40.0,12.0,20.0,10.0
1324,서울특별시 서대문구 북아현로1길 17,50.0,10.0,200.0,16.0,39.0,40.0
1325,서울특별시 서대문구 북아현로1길 50,20.0,10.0,180.0,19.0,39.0,37.0
1326,서울특별시 서대문구 서소문로 27,100.0,30.0,60.0,23.0,83.0,21.0
1327,서울특별시 서대문구 서소문로 43-8,120.0,40.0,120.0,34.0,117.0,39.0
1328,서울특별시 서대문구 세검정로 134,0.0,20.0,40.0,4.0,16.0,4.0
1329,서울특별시 서대문구 세검정로 134,0.0,20.0,40.0,4.0,16.0,4.0
1330,서울특별시 서대문구 세검정로1길 35,0.0,40.0,40.0,18.0,33.0,40.0
1331,서울특별시 서대문구 세검정로1길 95,0.0,20.0,40.0,14.0,33.0,16.0
1332,서울특별시 서대문구 세검정로3길 63,0.0,40.0,80.0,16.0,32.0,15.0
1333,서울특별시 서대문구 세무서2길 64,0.0,30.0,40.0,12.0,26.0,50.0
1334,서울특별시 서대문구 세무서8길 49,20.0,40.0,40.0,14.0,26.0,49.0
1335,서울특별시 서대문구 세무서길 106-12,0.0,40.0,60.0,15.0,25.0,9.0
1336,서울특별시 서대문구 수색로 100,0.0,60.0,100.0,6.0,24.0,18.0
1337,서울특별시 서대문구 수색로 147-1,70.0,40.0,100.0,2.0,14.0,5.0
1338,서울특별시 서대문구 수색로 154,40.0,50.0,100.0,3.0,18.0,5.0
1339,서울특별시 서대문구 수색로6길 43,20.0,60.0,60.0,19.0,32.0,47.0
1340,서울특별시 서대문구 연희로 377,20.0,30.0,60.0,12.0,25.0,39.0
1341,서울특별시 서대문구 연희로 38-20,0.0,40.0,0.0,14.0,295.0,24.0
1342,서울특별시 서대문구 연희로32길 20,0.0,0.0,20.0,6.0,28.0,3.0
1343,서울특별시 서대문구 연희로32길 48,0.0,0.0,20.0,4.0,19.0,2.0
1344,서울특별시 서대문구 연희로5길 14,0.0,30.0,20.0,11.0,328.0,22.0
1345,서울특별시 서대문구 응암로 28,0.0,50.0,60.0,12.0,26.0,30.0
1346,서울특별시 서대문구 응암로 33,0.0,60.0,60.0,8.0,28.0,27.0
1347,서울특별시 서대문구 이화여대8길 62,20.0,20.0,180.0,14.0,70.0,21.0
1348,서울특별시 서대문구 이화여대길 50-12,70.0,30.0,100.0,25.0,170.0,40.0
1349,서울특별시 서대문구 증가로 150,0.0,70.0,60.0,31.0,70.0,25.0
1350,서울특별시 서대문구 증가로 191,0.0,70.0,40.0,22.0,30.0,25.0
1351,서울특별시 서대문구 증가로 191,0.0,70.0,40.0,22.0,30.0,25.0
1352,서울특별시 서대문구 증가로 200-8,0.0,70.0,40.0,22.0,23.0,14.0
1353,서울특별시 서대문구 통일로 279-75,0.0,0.0,20.0,0.0,1.0,0.0
1354,서울특별시 서대문구 통일로 319,0.0,10.0,40.0,1.0,0.0,2.0
1355,서울특별시 서대문구 통일로 332,20.0,20.0,40.0,1.0,5.0,6.0
1356,서울특별시 서대문구 통일로 348,50.0,20.0,20.0,1.0,5.0,6.0
1357,서울특별시 서대문구 통일로 395,20.0,30.0,40.0,13.0,32.0,56.0
1358,서울특별시 서대문구 통일로 510,0.0,20.0,20.0,12.0,17.0,19.0
1359,서울특별시 서대문구 통일로 553,20.0,30.0,0.0,2.0,2.0,7.0
1360,서울특별시 서대문구 통일로 555,20.0,30.0,20.0,2.0,3.0,7.0
1361,서울특별시 서대문구 통일로25길 30,50.0,20.0,20.0,9.0,18.0,28.0
1362,서울특별시 서대문구 통일로34길 43,20.0,30.0,20.0,18.0,34.0,63.0
1363,서울특별시 서대문구 통일로34길 43,20.0,30.0,20.0,18.0,34.0,63.0
1364,서울특별시 서대문구 통일로34길 46,20.0,30.0,0.0,9.0,17.0,37.0
1365,서울특별시 서대문구 통일로34길 46,20.0,30.0,0.0,9.0,17.0,37.0
1366,서울특별시 서대문구 통일로39가길 57,20.0,30.0,40.0,14.0,40.0,67.0
1367,서울특별시 서대문구 통일로48가길 37,0.0,20.0,20.0,13.0,21.0,21.0
1368,서울특별시 서대문구 포방터10길 33,0.0,20.0,80.0,8.0,17.0,3.0
1369,서울특별시 서대문구 홍은중앙로 149,0.0,10.0,0.0,0.0,6.0,0.0
1370,서울특별시 서대문구 홍은중앙로1길 33,0.0,20.0,40.0,11.0,26.0,12.0
1371,서울특별시 서대문구 홍은중앙로1길 65,0.0,20.0,20.0,11.0,20.0,10.0
1372,서울특별시 서대문구 홍은중앙로3길 9,0.0,20.0,20.0,7.0,17.0,7.0
1373,서울특별시 서대문구 홍제내길 168,0.0,30.0,20.0,9.0,20.0,22.0
1374,서울특별시 서대문구 홍제천로 136,0.0,50.0,0.0,9.0,43.0,18.0
1375,서울특별시 서초구 강남대로53길 11,40.0,70.0,60.0,61.0,201.0,191.0
1376,서울특별시 서초구 고무래로 35,70.0,80.0,80.0,19.0,31.0,63.0
1377,서울특별시 서초구 고무래로 89,20.0,80.0,80.0,5.0,29.0,11.0
1378,서울특별시 서초구 고무래로 94,0.0,80.0,100.0,5.0,20.0,13.0
1379,서울특별시 서초구 고무래로10길 16,20.0,90.0,20.0,16.0,36.0,45.0
1380,서울특별시 서초구 고무래로10길 39,0.0,60.0,20.0,21.0,32.0,45.0
1381,서울특별시 서초구 나루터로4길 70-5,70.0,70.0,80.0,20.0,16.0,43.0
1382,서울특별시 서초구 남부순환로 2183,0.0,30.0,60.0,7.0,15.0,3.0
1383,서울특별시 서초구 남부순환로 2311-12,0.0,20.0,20.0,2.0,16.0,7.0
1384,서울특별시 서초구 남부순환로 2343-10,0.0,30.0,60.0,8.0,25.0,1.0
1385,서울특별시 서초구 남부순환로323길 38-15,20.0,70.0,20.0,29.0,107.0,51.0
1386,서울특별시 서초구 남부순환로323길 56-18,50.0,70.0,20.0,37.0,114.0,54.0
1387,서울특별시 서초구 논현로27길 57,0.0,50.0,20.0,26.0,122.0,24.0
1388,서울특별시 서초구 동광로 89-5,0.0,40.0,20.0,14.0,46.0,30.0
1389,서울특별시 서초구 동광로1길 112,0.0,30.0,20.0,10.0,52.0,13.0
1390,서울특별시 서초구 명달로 91,0.0,60.0,100.0,5.0,32.0,8.0
1391,서울특별시 서초구 명달로4길 30,0.0,40.0,80.0,13.0,45.0,14.0
1392,서울특별시 서초구 명달로6길 31,0.0,80.0,80.0,10.0,45.0,18.0
1393,서울특별시 서초구 명달로9길 57,20.0,50.0,40.0,11.0,45.0,25.0
1394,서울특별시 서초구 바우뫼로 33,0.0,10.0,20.0,8.0,15.0,9.0
1395,서울특별시 서초구 바우뫼로 53,0.0,10.0,40.0,9.0,16.0,10.0
1396,서울특별시 서초구 바우뫼로 91,0.0,10.0,40.0,6.0,18.0,2.0
1397,서울특별시 서초구 바우뫼로 91,0.0,10.0,40.0,6.0,18.0,2.0
1398,서울특별시 서초구 바우뫼로7길 29,0.0,10.0,20.0,6.0,16.0,8.0
1399,서울특별시 서초구 바우뫼로7길 51,0.0,0.0,20.0,5.0,9.0,7.0
1400,서울특별시 서초구 반포대로 122,50.0,80.0,20.0,40.0,124.0,39.0
1401,서울특별시 서초구 반포대로 275,50.0,30.0,160.0,14.0,27.0,26.0
1402,서울특별시 서초구 반포대로 310-6,90.0,70.0,20.0,32.0,74.0,53.0
1403,서울특별시 서초구 반포대로 58,20.0,80.0,20.0,38.0,129.0,63.0
1404,서울특별시 서초구 반포대로18길 36,20.0,90.0,40.0,42.0,139.0,66.0
1405,서울특별시 서초구 반포대로23길 71,20.0,70.0,60.0,18.0,56.0,14.0
1406,서울특별시 서초구 방배로 14,0.0,30.0,20.0,3.0,18.0,6.0
1407,서울특별시 서초구 방배로 249,0.0,40.0,20.0,20.0,77.0,34.0
1408,서울특별시 서초구 방배로 270,20.0,40.0,20.0,16.0,61.0,16.0
1409,서울특별시 서초구 방배로13길 18,50.0,50.0,60.0,20.0,85.0,56.0
1410,서울특별시 서초구 방배로18길 67,0.0,50.0,20.0,13.0,59.0,50.0
1411,서울특별시 서초구 방배로19길 67,0.0,40.0,20.0,17.0,77.0,51.0
1412,서울특별시 서초구 방배로1길 9,0.0,30.0,0.0,3.0,11.0,6.0
1413,서울특별시 서초구 방배로2길 24-5,0.0,20.0,20.0,4.0,16.0,7.0
1414,서울특별시 서초구 방배로33길 29,0.0,40.0,60.0,18.0,90.0,41.0
1415,서울특별시 서초구 방배로37길 26-9,0.0,40.0,20.0,23.0,83.0,38.0
1416,서울특별시 서초구 방배로3길 10-3,20.0,40.0,40.0,9.0,31.0,18.0
1417,서울특별시 서초구 방배로45길 2,20.0,30.0,20.0,13.0,62.0,14.0
1418,서울특별시 서초구 방배선행길 1,70.0,30.0,0.0,21.0,67.0,37.0
1419,서울특별시 서초구 방배선행길 2,0.0,30.0,20.0,9.0,21.0,9.0
1420,서울특별시 서초구 방배중앙로 207-10,20.0,30.0,20.0,9.0,50.0,14.0
1421,서울특별시 서초구 방배중앙로21길 55,0.0,50.0,60.0,16.0,80.0,33.0
1422,서울특별시 서초구 방배천로18길 11,70.0,60.0,20.0,31.0,159.0,117.0
1423,서울특별시 서초구 사임당로 137,0.0,100.0,40.0,15.0,51.0,60.0
1424,서울특별시 서초구 사임당로17길 116,0.0,110.0,20.0,21.0,76.0,71.0
1425,서울특별시 서초구 사임당로17길 80,40.0,90.0,40.0,34.0,142.0,104.0
1426,서울특별시 서초구 사임당로17길 90,40.0,90.0,40.0,28.0,128.0,99.0
1427,서울특별시 서초구 사임당로19길 10,0.0,90.0,40.0,12.0,72.0,16.0
1428,서울특별시 서초구 사임당로23길 53,0.0,100.0,40.0,19.0,67.0,40.0
1429,서울특별시 서초구 사평대로 142,20.0,50.0,40.0,28.0,54.0,37.0
1430,서울특별시 서초구 사평대로 154,40.0,70.0,40.0,30.0,64.0,37.0
1431,서울특별시 서초구 사평대로 240,120.0,80.0,20.0,27.0,92.0,63.0
1432,서울특별시 서초구 사평대로14길 12,0.0,40.0,40.0,15.0,40.0,22.0
1433,서울특별시 서초구 사평대로28길 31,0.0,50.0,40.0,22.0,49.0,26.0
1434,서울특별시 서초구 서래로10길 26,0.0,40.0,20.0,18.0,47.0,24.0
1435,서울특별시 서초구 서운로 122,40.0,90.0,40.0,51.0,178.0,219.0
1436,서울특별시 서초구 서운로 138,70.0,90.0,80.0,46.0,188.0,314.0
1437,서울특별시 서초구 서운로 200,20.0,70.0,40.0,34.0,285.0,380.0
1438,서울특별시 서초구 서운로 201,0.0,80.0,100.0,16.0,90.0,111.0
1439,서울특별시 서초구 서운로 221,20.0,90.0,100.0,15.0,90.0,96.0
1440,서울특별시 서초구 서운로 62,0.0,80.0,40.0,49.0,115.0,98.0
1441,서울특별시 서초구 서초대로 17,100.0,50.0,60.0,32.0,125.0,135.0
1442,서울특별시 서초구 서초대로 3-4,100.0,60.0,60.0,32.0,132.0,136.0
1443,서울특별시 서초구 서초대로 385,0.0,70.0,60.0,30.0,81.0,145.0
1444,서울특별시 서초구 서초대로1길 30,70.0,50.0,80.0,28.0,110.0,108.0
1445,서울특별시 서초구 서초대로1길 34,20.0,50.0,80.0,22.0,114.0,75.0
1446,서울특별시 서초구 서초대로34가길 52,20.0,60.0,20.0,15.0,67.0,50.0
1447,서울특별시 서초구 서초대로34길 34,20.0,60.0,20.0,8.0,48.0,30.0
1448,서울특별시 서초구 서초대로40길 72,20.0,70.0,40.0,21.0,95.0,30.0
1449,서울특별시 서초구 서초대로58길 10,70.0,90.0,20.0,31.0,124.0,105.0
1450,서울특별시 서초구 서초대로65길 13-10,0.0,80.0,60.0,22.0,52.0,55.0
1451,서울특별시 서초구 서초대로74길 30,70.0,90.0,40.0,60.0,207.0,291.0
1452,서울특별시 서초구 서초중앙로 15,50.0,60.0,20.0,36.0,107.0,45.0
1453,서울특별시 서초구 서초중앙로 188,20.0,60.0,20.0,43.0,76.0,92.0
1454,서울특별시 서초구 서초중앙로 200,20.0,90.0,60.0,13.0,25.0,39.0
1455,서울특별시 서초구 서초중앙로 206,0.0,80.0,60.0,18.0,35.0,47.0
1456,서울특별시 서초구 서초중앙로 220,20.0,90.0,60.0,11.0,27.0,42.0
1457,서울특별시 서초구 서초중앙로 242,40.0,90.0,80.0,18.0,44.0,60.0
1458,서울특별시 서초구 서초중앙로 26,50.0,60.0,40.0,34.0,112.0,52.0
1459,서울특별시 서초구 서초중앙로22길 25,100.0,80.0,40.0,45.0,150.0,110.0
1460,서울특별시 서초구 서초중앙로24길 33,40.0,90.0,0.0,34.0,115.0,96.0
1461,서울특별시 서초구 서초중앙로24길 43,20.0,70.0,20.0,24.0,88.0,84.0
1462,서울특별시 서초구 서초중앙로29길 28,0.0,90.0,20.0,22.0,37.0,46.0
1463,서울특별시 서초구 신반포로 270,100.0,80.0,80.0,21.0,28.0,45.0
1464,서울특별시 서초구 신반포로15길 19,20.0,20.0,140.0,3.0,8.0,4.0
1465,서울특별시 서초구 신반포로15길 4,50.0,40.0,120.0,20.0,13.0,26.0
1466,서울특별시 서초구 신반포로16길 15-20,50.0,30.0,140.0,17.0,30.0,25.0
1467,서울특별시 서초구 신반포로23길 41,0.0,50.0,60.0,6.0,12.0,16.0
1468,서울특별시 서초구 신반포로33길 15,70.0,80.0,80.0,24.0,29.0,54.0
1469,서울특별시 서초구 신반포로33길 64,50.0,50.0,40.0,6.0,12.0,18.0
1470,서울특별시 서초구 신반포로33길 66,20.0,40.0,60.0,5.0,7.0,18.0
1471,서울특별시 서초구 신반포로33길 71,50.0,50.0,40.0,6.0,12.0,18.0
1472,서울특별시 서초구 신반포로45길 23,50.0,60.0,0.0,29.0,116.0,148.0
1473,서울특별시 서초구 신반포로45길 71,40.0,60.0,0.0,23.0,89.0,122.0
1474,서울특별시 서초구 양재대로2길 109,0.0,10.0,0.0,1.0,3.0,5.0
1475,서울특별시 서초구 양재대로2길 33,0.0,20.0,20.0,1.0,1.0,2.0
1476,서울특별시 서초구 양재대로2길 90,0.0,20.0,20.0,1.0,3.0,5.0
1477,서울특별시 서초구 잠원로 117,20.0,40.0,40.0,5.0,7.0,13.0
1478,서울특별시 서초구 잠원로 150,20.0,30.0,40.0,9.0,12.0,16.0
1479,서울특별시 서초구 잠원로 157,0.0,20.0,40.0,6.0,6.0,10.0
1480,서울특별시 서초구 잠원로 166-17,0.0,30.0,40.0,8.0,17.0,13.0
1481,서울특별시 서초구 잠원로 195,0.0,10.0,40.0,6.0,8.0,3.0
1482,서울특별시 서초구 잠원로 202-11,0.0,10.0,40.0,8.0,45.0,40.0
1483,서울특별시 서초구 잠원로 213-10,0.0,20.0,0.0,8.0,24.0,4.0
1484,서울특별시 서초구 잠원로 37-48,20.0,80.0,60.0,20.0,39.0,55.0
1485,서울특별시 서초구 잠원로 60,40.0,80.0,60.0,23.0,29.0,63.0
1486,서울특별시 서초구 잠원로 86,20.0,60.0,60.0,7.0,13.0,21.0
1487,서울특별시 서초구 잠원로 88,50.0,50.0,60.0,8.0,13.0,18.0
1488,서울특별시 서초구 잠원로12길 4,0.0,10.0,40.0,10.0,18.0,15.0
1489,서울특별시 서초구 잠원로14길 23,20.0,10.0,40.0,12.0,75.0,112.0
1490,서울특별시 서초구 잠원로14길 3,0.0,20.0,20.0,10.0,76.0,38.0
1491,서울특별시 서초구 잠원로14길 32,0.0,10.0,40.0,12.0,34.0,49.0
1492,서울특별시 서초구 잠원로14길 54,20.0,30.0,40.0,10.0,45.0,59.0
1493,서울특별시 서초구 잠원로3길 20,20.0,70.0,60.0,11.0,34.0,41.0
1494,서울특별시 서초구 잠원로3길 6,20.0,70.0,60.0,13.0,22.0,40.0
1495,서울특별시 서초구 잠원로3길 8,0.0,60.0,60.0,10.0,16.0,38.0
1496,서울특별시 서초구 잠원로8길 20,50.0,50.0,80.0,6.0,6.0,23.0
1497,서울특별시 서초구 잠원로8길 3,20.0,30.0,40.0,5.0,7.0,18.0
1498,서울특별시 서초구 청계산로11길 7-12,50.0,20.0,20.0,4.0,16.0,5.0
1499,서울특별시 서초구 청계산로7길 43,20.0,20.0,40.0,3.0,8.0,6.0
1500,서울특별시 서초구 청계산로9길 1-12,50.0,20.0,20.0,4.0,11.0,5.0
1501,서울특별시 서초구 태봉로2길 10,0.0,20.0,40.0,10.0,17.0,12.0
1502,서울특별시 서초구 태봉로2길 30,0.0,30.0,20.0,7.0,7.0,11.0
1503,서울특별시 서초구 태봉로2길 60,0.0,30.0,40.0,11.0,19.0,13.0
1504,서울특별시 서초구 태봉로2길 65,0.0,30.0,40.0,9.0,19.0,12.0
1505,서울특별시 서초구 헌릉로8길 10-12,0.0,20.0,20.0,1.0,5.0,9.0
1506,서울특별시 서초구 헌릉로8길 22,0.0,20.0,20.0,3.0,4.0,9.0
1507,서울특별시 서초구 헌릉로8길 45,0.0,20.0,20.0,3.0,4.0,9.0
1508,서울특별시 서초구 헌릉로8길 58,0.0,20.0,20.0,3.0,3.0,8.0
1509,서울특별시 서초구 형촌길 15,0.0,20.0,40.0,10.0,20.0,11.0
1510,서울특별시 서초구 형촌길 35,0.0,20.0,20.0,6.0,12.0,0.0
1511,서울특별시 서초구 효령로 164,50.0,50.0,100.0,16.0,55.0,43.0
1512,서울특별시 서초구 효령로 237,0.0,70.0,60.0,24.0,100.0,37.0
1513,서울특별시 서초구 효령로 391,0.0,80.0,20.0,7.0,44.0,34.0
1514,서울특별시 서초구 효령로 84,20.0,40.0,120.0,11.0,48.0,34.0
1515,서울특별시 서초구 효령로33길 50,50.0,50.0,60.0,20.0,81.0,54.0
1516,서울특별시 서초구 효령로34길 79,0.0,40.0,40.0,8.0,32.0,10.0
1517,서울특별시 서초구 효령로49길 57,0.0,70.0,80.0,30.0,114.0,41.0
1518,서울특별시 서초구 효령로53길 45,20.0,90.0,40.0,40.0,134.0,68.0
1519,서울특별시 서초구 효령로68길 38,0.0,60.0,40.0,13.0,48.0,13.0
1520,서울특별시 서초구 효령로68길 81,20.0,60.0,40.0,21.0,62.0,32.0
1521,서울특별시 서초구 효령로72길 14,0.0,60.0,20.0,11.0,42.0,15.0
1522,서울특별시 서초구 효령로72길 57,0.0,60.0,0.0,35.0,80.0,25.0
