,address,station3,market,school,bank,cafe,hospital
617,서울특별시 구로구 경인로8길 75,20.0,20.0,40.0,18.0,33.0,34.0
618,서울특별시 구로구 고척로 41,0.0,10.0,20.0,13.0,19.0,19.0
619,서울특별시 구로구 고척로 49,0.0,10.0,40.0,13.0,24.0,22.0
620,서울특별시 구로구 고척로 49,0.0,10.0,40.0,13.0,24.0,22.0
621,서울특별시 구로구 고척로 52,0.0,10.0,40.0,18.0,30.0,33.0
622,서울특별시 구로구 고척로 82,0.0,10.0,40.0,18.0,33.0,37.0
623,서울특별시 구로구 고척로 85,0.0,10.0,60.0,11.0,33.0,14.0
624,서울특별시 구로구 고척로21나길 85-6,0.0,10.0,60.0,6.0,16.0,3.0
625,서울특별시 구로구 고척로52길 21,0.0,40.0,40.0,9.0,21.0,14.0
626,서울특별시 구로구 고척로52길 48,0.0,30.0,40.0,10.0,24.0,21.0
627,서울특별시 구로구 고척로52길 9,0.0,40.0,40.0,8.0,22.0,13.0
628,서울특별시 구로구 고척로60길 30,0.0,40.0,80.0,11.0,29.0,24.0
629,서울특별시 구로구 공원로 26,0.0,30.0,100.0,11.0,53.0,13.0
630,서울특별시 구로구 공원로 27,0.0,30.0,100.0,15.0,48.0,24.0
631,서울특별시 구로구 공원로 35,0.0,30.0,80.0,14.0,49.0,13.0
632,서울특별시 구로구 공원로 40,0.0,40.0,80.0,13.0,48.0,14.0
633,서울특별시 구로구 공원로 63,0.0,40.0,80.0,14.0,51.0,19.0
634,서울특별시 구로구 공원로6가길 67,0.0,60.0,20.0,24.0,62.0,26.0
635,서울특별시 구로구 구로동로43길 10,0.0,20.0,20.0,9.0,21.0,23.0
636,서울특별시 구로구 구로동로47길 24,20.0,20.0,0.0,18.0,36.0,25.0
637,서울특별시 구로구 구로중앙로 134,20.0,20.0,40.0,15.0,47.0,24.0
638,서울특별시 구로구 구로중앙로 229,0.0,10.0,40.0,17.0,23.0,10.0
639,서울특별시 구로구 구로중앙로18길 68,20.0,30.0,120.0,19.0,41.0,23.0
640,서울특별시 구로구 구로중앙로7길 28,0.0,20.0,40.0,35.0,48.0,63.0
641,서울특별시 구로구 구일로 154-17,20.0,10.0,60.0,13.0,20.0,8.0
642,서울특별시 구로구 구일로10길 53,20.0,10.0,60.0,10.0,16.0,13.0
643,서울특별시 구로구 구일로2길 60,0.0,10.0,0.0,1.0,9.0,6.0
644,서울특별시 구로구 구일로4길 46,0.0,10.0,60.0,2.0,19.0,13.0
645,서울특별시 구로구 구일로4길 65,0.0,10.0,60.0,8.0,17.0,13.0
646,서울특별시 구로구 구일로8길 107,0.0,10.0,60.0,15.0,20.0,9.0
647,서울특별시 구로구 구일로8길 31,50.0,20.0,60.0,8.0,19.0,12.0
648,서울특별시 구로구 구일로8길 92,0.0,10.0,40.0,15.0,22.0,9.0
649,서울특별시 구로구 남부순환로 775,0.0,20.0,60.0,12.0,38.0,28.0
650,서울특별시 구로구 남부순환로95길 16,50.0,30.0,20.0,26.0,48.0,59.0
651,서울특별시 구로구 남부순환로95길 54,20.0,30.0,40.0,24.0,46.0,56.0
652,서울특별시 구로구 남부순환로95길 88,0.0,20.0,40.0,8.0,20.0,17.0
653,서울특별시 구로구 도림로 107,70.0,20.0,80.0,25.0,45.0,49.0
654,서울특별시 구로구 도림로 59,20.0,20.0,20.0,32.0,48.0,69.0
655,서울특별시 구로구 도림로 59,20.0,20.0,20.0,32.0,48.0,69.0
656,서울특별시 구로구 도림로22길 8,40.0,20.0,40.0,28.0,61.0,47.0
657,서울특별시 구로구 도림천로12길 6,70.0,20.0,40.0,28.0,61.0,57.0
658,서울특별시 구로구 디지털로 319,40.0,20.0,40.0,31.0,70.0,59.0
659,서울특별시 구로구 디지털로31길 120,20.0,20.0,60.0,27.0,72.0,43.0
660,서울특별시 구로구 디지털로31길 85,50.0,40.0,40.0,35.0,99.0,44.0
661,서울특별시 구로구 디지털로31길 90,20.0,20.0,60.0,30.0,76.0,41.0
662,서울특별시 구로구 부광로 96-16,0.0,10.0,0.0,3.0,14.0,0.0
663,서울특별시 구로구 부일로9길 127,0.0,0.0,0.0,2.0,2.0,0.0
664,서울특별시 구로구 새말로 93,40.0,60.0,20.0,27.0,87.0,53.0
665,서울특별시 구로구 새말로16길 70,0.0,50.0,80.0,23.0,60.0,20.0
666,서울특별시 구로구 새말로18길 64,0.0,60.0,40.0,22.0,59.0,20.0
667,서울특별시 구로구 새말로9길 22,20.0,50.0,20.0,17.0,71.0,43.0
668,서울특별시 구로구 새말로9길 45,20.0,50.0,20.0,31.0,79.0,53.0
669,서울특별시 구로구 서해안로 2368,50.0,30.0,20.0,13.0,26.0,33.0
670,서울특별시 구로구 서해안로34가길 18,20.0,30.0,20.0,10.0,23.0,25.0
671,서울특별시 구로구 시흥대로161길 50,0.0,30.0,20.0,36.0,92.0,42.0
672,서울특별시 구로구 신도림로 11,0.0,20.0,20.0,20.0,28.0,16.0
673,서울특별시 구로구 신도림로 110,20.0,50.0,60.0,13.0,57.0,41.0
674,서울특별시 구로구 신도림로 16,50.0,40.0,20.0,22.0,53.0,29.0
675,서울특별시 구로구 신도림로 32,20.0,30.0,20.0,23.0,43.0,27.0
676,서울특별시 구로구 신도림로 56-13,0.0,30.0,60.0,16.0,38.0,37.0
677,서울특별시 구로구 신도림로 78,0.0,40.0,40.0,17.0,65.0,50.0
678,서울특별시 구로구 신도림로 87,20.0,30.0,60.0,9.0,22.0,19.0
679,서울특별시 구로구 신도림로19길 16,20.0,50.0,60.0,10.0,32.0,37.0
680,서울특별시 구로구 신도림로21길 21,50.0,50.0,60.0,7.0,13.0,4.0
681,서울특별시 구로구 신도림로21길 25,50.0,50.0,60.0,8.0,24.0,16.0
682,서울특별시 구로구 연동로 233,0.0,30.0,40.0,5.0,13.0,11.0
683,서울특별시 구로구 연동로 234,0.0,30.0,20.0,5.0,13.0,10.0
684,서울특별시 구로구 연동로13길 25,0.0,30.0,40.0,10.0,19.0,7.0
685,서울특별시 구로구 오류로 30,50.0,40.0,80.0,2.0,9.0,11.0
686,서울특별시 구로구 오류로 65,20.0,20.0,60.0,8.0,23.0,22.0
687,서울특별시 구로구 오류로8길 11,20.0,20.0,40.0,12.0,28.0,21.0
688,서울특별시 구로구 오리로 1102-10,0.0,40.0,20.0,2.0,9.0,9.0
689,서울특별시 구로구 오리로 1197,20.0,20.0,60.0,3.0,10.0,7.0
690,서울특별시 구로구 중앙로 101,0.0,40.0,80.0,15.0,29.0,28.0
691,서울특별시 구로구 중앙로 121,0.0,50.0,100.0,8.0,18.0,16.0
692,서울특별시 구로구 중앙로12길 12,0.0,40.0,60.0,16.0,28.0,32.0
693,서울특별시 구로구 중앙로12길 7,0.0,40.0,80.0,17.0,31.0,34.0
694,서울특별시 구로구 중앙로15길 125,0.0,20.0,80.0,1.0,11.0,5.0
695,서울특별시 구로구 중앙로15길 132-17,0.0,40.0,60.0,1.0,11.0,7.0
696,서울특별시 구로구 중앙로15길 151,0.0,20.0,100.0,1.0,10.0,3.0
697,서울특별시 구로구 중앙로1길 18-19,0.0,30.0,80.0,22.0,38.0,26.0
698,서울특별시 구로구 중앙로5길 24,0.0,30.0,60.0,22.0,43.0,32.0
699,서울특별시 구로구 중앙로5길 62,0.0,30.0,40.0,19.0,35.0,30.0
700,서울특별시 구로구 중앙로6길 17,0.0,30.0,60.0,20.0,45.0,27.0
701,서울특별시 구로구 중앙로6길 5-15,0.0,30.0,60.0,22.0,45.0,29.0
702,서울특별시 구로구 중앙로8길 11,0.0,30.0,40.0,21.0,47.0,25.0
703,서울특별시 구로구 천왕로 10,0.0,30.0,60.0,3.0,9.0,4.0
704,서울특별시 구로구 천왕로 29,0.0,30.0,60.0,3.0,8.0,4.0
705,서울특별시 구로구 천왕로 56,20.0,40.0,80.0,2.0,11.0,13.0
706,서울특별시 구로구 천왕로 9,0.0,30.0,20.0,4.0,9.0,4.0
707,서울특별시 구로구 천왕로 91,50.0,40.0,100.0,2.0,9.0,10.0
708,서울특별시 구로구 천왕로 92,50.0,40.0,100.0,0.0,10.0,10.0
709,서울특별시 구로구 항동로 42,0.0,20.0,20.0,4.0,9.0,10.0
710,서울특별시 구로구 항동로 43,0.0,20.0,20.0,5.0,12.0,10.0
711,서울특별시 구로구 항동로 60,0.0,20.0,20.0,5.0,11.0,10.0
712,서울특별시 구로구 항동로 72,0.0,20.0,0.0,4.0,11.0,10.0
713,서울특별시 구로구 항동로 8,0.0,20.0,20.0,6.0,12.0,9.0
714,서울특별시 금천구 가산로 99,0.0,60.0,20.0,33.0,84.0,20.0
715,서울특별시 금천구 가산로9길 12-8,0.0,60.0,20.0,38.0,109.0,26.0
716,서울특별시 금천구 금하로 750,0.0,10.0,120.0,14.0,23.0,21.0
717,서울특별시 금천구 금하로 793,0.0,10.0,100.0,12.0,7.0,6.0
718,서울특별시 금천구 금하로 793,0.0,10.0,100.0,12.0,7.0,6.0
719,서울특별시 금천구 금하로 816,0.0,0.0,100.0,10.0,3.0,5.0
720,서울특별시 금천구 금하로23길 52,0.0,20.0,60.0,14.0,29.0,26.0
721,서울특별시 금천구 금하로23라길 31,0.0,20.0,40.0,13.0,23.0,27.0
722,서울특별시 금천구 금하로24나길 48,0.0,20.0,40.0,14.0,24.0,28.0
723,서울특별시 금천구 금하로3길 26,20.0,50.0,40.0,23.0,43.0,63.0
724,서울특별시 금천구 독산로 78-1,0.0,20.0,20.0,13.0,36.0,24.0
725,서울특별시 금천구 독산로10길 96,0.0,20.0,20.0,15.0,28.0,29.0
726,서울특별시 금천구 독산로36길 36,0.0,20.0,40.0,8.0,18.0,23.0
727,서울특별시 금천구 독산로50길 57-2,0.0,0.0,60.0,8.0,19.0,19.0
728,서울특별시 금천구 독산로50길 89,0.0,0.0,60.0,5.0,13.0,7.0
729,서울특별시 금천구 두산로 36,0.0,40.0,40.0,25.0,39.0,27.0
730,서울특별시 금천구 두산로9길 56,0.0,50.0,40.0,27.0,44.0,16.0
731,서울특별시 금천구 범안로 1136,50.0,70.0,40.0,15.0,34.0,7.0
732,서울특별시 금천구 범안로 1212,0.0,40.0,40.0,21.0,49.0,30.0
733,서울특별시 금천구 범안로15길 7,20.0,50.0,40.0,30.0,44.0,25.0
734,서울특별시 금천구 범안로17길 12,20.0,50.0,40.0,31.0,50.0,33.0
735,서울특별시 금천구 범안로17길 41,20.0,40.0,40.0,30.0,50.0,33.0
736,서울특별시 금천구 벚꽃로 30,50.0,30.0,40.0,12.0,30.0,16.0
737,서울특별시 금천구 벚꽃로 60,0.0,50.0,60.0,11.0,28.0,7.0
738,서울특별시 금천구 벚꽃로 73,20.0,90.0,40.0,12.0,15.0,5.0
739,서울특별시 금천구 벚꽃로6길 3,0.0,40.0,60.0,12.0,26.0,11.0
740,서울특별시 금천구 시흥대로 165,0.0,30.0,100.0,14.0,23.0,14.0
741,서울특별시 금천구 시흥대로150길 6,0.0,60.0,60.0,23.0,31.0,18.0
742,서울특별시 금천구 시흥대로47길 43,0.0,40.0,60.0,20.0,41.0,49.0
743,서울특별시 금천구 시흥대로59길 35,0.0,40.0,40.0,21.0,48.0,66.0
744,서울특별시 금천구 시흥대로73길 11,20.0,20.0,20.0,19.0,59.0,68.0
745,서울특별시 금천구 시흥대로77길 23,20.0,20.0,20.0,17.0,55.0,45.0
746,서울특별시 금천구 탑골로 84,0.0,10.0,120.0,12.0,7.0,7.0
747,서울특별시 금천구 탑골로2길 19,0.0,20.0,120.0,16.0,26.0,28.0
748,서울특별시 금천구 한내로 62,20.0,50.0,80.0,9.0,11.0,12.0
749,서울특별시 금천구 한내로 69-54,0.0,70.0,60.0,10.0,12.0,9.0
750,서울특별시 노원구 공릉로 126,40.0,30.0,20.0,22.0,96.0,37.0
751,서울특별시 노원구 공릉로 206,0.0,20.0,60.0,19.0,71.0,19.0
752,서울특별시 노원구 공릉로 213,20.0,40.0,40.0,20.0,82.0,27.0
753,서울특별시 노원구 공릉로 351,50.0,60.0,60.0,17.0,46.0,42.0
754,서울특별시 노원구 공릉로 351,50.0,60.0,60.0,17.0,46.0,42.0
755,서울특별시 노원구 공릉로27길 110,20.0,40.0,40.0,25.0,99.0,35.0
756,서울특별시 노원구 공릉로34길 118,0.0,30.0,40.0,13.0,84.0,26.0
757,서울특별시 노원구 공릉로34길 45,20.0,20.0,40.0,11.0,80.0,23.0
758,서울특별시 노원구 공릉로34길 62,20.0,20.0,40.0,12.0,73.0,24.0
759,서울특별시 노원구 공릉로42길 13-14,0.0,30.0,40.0,13.0,85.0,26.0
760,서울특별시 노원구 공릉로46길 19,0.0,30.0,20.0,19.0,67.0,17.0
761,서울특별시 노원구 공릉로58길 176,0.0,30.0,40.0,3.0,16.0,7.0
762,서울특별시 노원구 공릉로59길 25,0.0,50.0,100.0,11.0,34.0,19.0
763,서울특별시 노원구 공릉로59길 28,50.0,50.0,60.0,10.0,24.0,17.0
764,서울특별시 노원구 광운로 132,20.0,40.0,60.0,11.0,20.0,13.0
765,서울특별시 노원구 광운로 46,100.0,40.0,80.0,14.0,38.0,7.0
766,서울특별시 노원구 광운로19길 38,100.0,40.0,60.0,15.0,41.0,11.0
767,서울특별시 노원구 광운로2나길 30,20.0,10.0,40.0,17.0,34.0,28.0
768,서울특별시 노원구 광운로2나길 50,0.0,30.0,120.0,18.0,40.0,6.0
769,서울특별시 노원구 노원로 214,0.0,40.0,20.0,2.0,15.0,7.0
770,서울특별시 노원구 노원로 29,0.0,20.0,40.0,9.0,35.0,22.0
771,서울특별시 노원구 노원로 428,20.0,50.0,40.0,11.0,82.0,41.0
772,서울특별시 노원구 노원로 532,50.0,60.0,140.0,16.0,20.0,46.0
773,서울특별시 노원구 노원로 564,20.0,60.0,80.0,10.0,13.0,18.0
774,서울특별시 노원구 노원로 569,20.0,60.0,60.0,11.0,14.0,17.0
775,서울특별시 노원구 노원로 58,0.0,20.0,60.0,5.0,13.0,3.0
776,서울특별시 노원구 노원로 62,0.0,20.0,40.0,6.0,12.0,5.0
777,서울특별시 노원구 노원로18길 19,0.0,90.0,160.0,13.0,15.0,8.0
778,서울특별시 노원구 노원로1가길 10,20.0,20.0,40.0,4.0,29.0,9.0
779,서울특별시 노원구 노원로1길 21,50.0,30.0,100.0,5.0,31.0,9.0
780,서울특별시 노원구 노원로22길 34,0.0,80.0,120.0,14.0,19.0,12.0
781,서울특별시 노원구 노원로22길 53,0.0,80.0,160.0,20.0,37.0,39.0
782,서울특별시 노원구 노원로22길 71,0.0,40.0,140.0,21.0,54.0,55.0
783,서울특별시 노원구 노원로28길 15,0.0,50.0,40.0,11.0,55.0,20.0
784,서울특별시 노원구 노원로28길 62,0.0,30.0,120.0,13.0,43.0,19.0
785,서울특별시 노원구 노원로30길 81,20.0,20.0,80.0,20.0,85.0,43.0
786,서울특별시 노원구 노원로34길 34,20.0,30.0,80.0,20.0,94.0,40.0
787,서울특별시 노원구 노원로38길 76,20.0,60.0,140.0,16.0,27.0,57.0
788,서울특별시 노원구 노해로 508,40.0,60.0,60.0,23.0,137.0,107.0
789,서울특별시 노원구 누원로 18,0.0,20.0,100.0,7.0,6.0,5.0
790,서울특별시 노원구 누원로 28,0.0,20.0,100.0,6.0,5.0,4.0
791,서울특별시 노원구 덕릉로 459-18,20.0,70.0,120.0,9.0,19.0,35.0
792,서울특별시 노원구 덕릉로 517,50.0,70.0,160.0,13.0,13.0,26.0
793,서울특별시 노원구 덕릉로 595,0.0,50.0,160.0,14.0,42.0,37.0
794,서울특별시 노원구 덕릉로 613,0.0,20.0,120.0,17.0,58.0,51.0
795,서울특별시 노원구 덕릉로 780,20.0,10.0,40.0,6.0,20.0,14.0
796,서울특별시 노원구 덕릉로112길 24,20.0,10.0,40.0,5.0,14.0,11.0
797,서울특별시 노원구 덕릉로118길 29,50.0,10.0,40.0,7.0,26.0,13.0
798,서울특별시 노원구 덕릉로127길 25,20.0,10.0,0.0,4.0,22.0,9.0
799,서울특별시 노원구 덕릉로71길 30,0.0,50.0,180.0,11.0,16.0,9.0
800,서울특별시 노원구 덕릉로71길 5,0.0,70.0,200.0,12.0,10.0,8.0
801,서울특별시 노원구 덕릉로73길 28,0.0,40.0,160.0,13.0,38.0,35.0
802,서울특별시 노원구 덕릉로76길 29,0.0,10.0,80.0,14.0,32.0,31.0
803,서울특별시 노원구 덕릉로77길 5,0.0,20.0,120.0,17.0,40.0,34.0
804,서울특별시 노원구 덕릉로79길 23,20.0,10.0,60.0,20.0,60.0,44.0
805,서울특별시 노원구 덕릉로83길 9-7,50.0,20.0,80.0,22.0,71.0,48.0
806,서울특별시 노원구 덕릉로84길 7,20.0,0.0,100.0,18.0,44.0,38.0
807,서울특별시 노원구 덕릉로86길 70,20.0,0.0,100.0,12.0,36.0,29.0
808,서울특별시 노원구 덕릉로89길 8,50.0,10.0,80.0,20.0,61.0,47.0
809,서울특별시 노원구 덕릉로94가길 20,20.0,10.0,80.0,10.0,34.0,16.0
810,서울특별시 노원구 덕릉로94길 10,20.0,10.0,80.0,15.0,40.0,32.0
811,서울특별시 노원구 덕릉로94길 21,20.0,20.0,60.0,11.0,38.0,17.0
812,서울특별시 노원구 동일로 1362,20.0,50.0,100.0,19.0,38.0,126.0
813,서울특별시 노원구 동일로 1389,70.0,50.0,100.0,37.0,96.0,174.0
814,서울특별시 노원구 동일로175길 38,40.0,60.0,40.0,18.0,46.0,28.0
815,서울특별시 노원구 동일로176길 39-12,40.0,60.0,20.0,21.0,102.0,39.0
816,서울특별시 노원구 동일로183길 34,50.0,50.0,20.0,18.0,47.0,36.0
817,서울특별시 노원구 동일로191가길 59,20.0,50.0,60.0,14.0,26.0,32.0
818,서울특별시 노원구 동일로192나길 26,20.0,30.0,60.0,23.0,93.0,41.0
819,서울특별시 노원구 동일로193길 7,50.0,50.0,20.0,19.0,61.0,43.0
820,서울특별시 노원구 동일로195길 39,20.0,60.0,40.0,15.0,29.0,34.0
821,서울특별시 노원구 동일로198가길 13,20.0,40.0,100.0,19.0,51.0,28.0
822,서울특별시 노원구 동일로198가길 149,0.0,60.0,100.0,12.0,10.0,17.0
823,서울특별시 노원구 동일로198길 24,20.0,50.0,80.0,18.0,63.0,33.0
824,서울특별시 노원구 동일로207길 18,50.0,60.0,100.0,7.0,11.0,22.0
825,서울특별시 노원구 동일로207길 186,0.0,50.0,60.0,6.0,15.0,19.0
826,서울특별시 노원구 동일로207길 186,0.0,50.0,60.0,6.0,15.0,19.0
827,서울특별시 노원구 동일로208길 20,20.0,80.0,140.0,12.0,30.0,30.0
828,서울특별시 노원구 동일로213길 21,20.0,50.0,100.0,7.0,17.0,46.0
829,서울특별시 노원구 동일로215길 23,20.0,50.0,100.0,27.0,40.0,108.0
830,서울특별시 노원구 동일로216길 47,40.0,50.0,80.0,37.0,135.0,177.0
831,서울특별시 노원구 동일로216길 92,0.0,60.0,180.0,6.0,11.0,17.0
832,서울특별시 노원구 동일로221길 22,0.0,50.0,60.0,9.0,13.0,7.0
833,서울특별시 노원구 동일로227길 25,50.0,60.0,100.0,13.0,22.0,47.0
834,서울특별시 노원구 동일로227길 86,0.0,50.0,80.0,7.0,16.0,11.0
835,서울특별시 노원구 동일로228길 23,0.0,60.0,100.0,10.0,21.0,37.0
836,서울특별시 노원구 동일로230가길 15,0.0,50.0,80.0,8.0,47.0,17.0
837,서울특별시 노원구 동일로230가길 71,20.0,30.0,80.0,11.0,63.0,36.0
838,서울특별시 노원구 동일로230길 63,0.0,50.0,80.0,7.0,48.0,12.0
839,서울특별시 노원구 동일로231길 72,0.0,50.0,60.0,11.0,21.0,23.0
840,서울특별시 노원구 동일로231길 86,0.0,60.0,80.0,13.0,23.0,22.0
841,서울특별시 노원구 동일로237길 41,0.0,50.0,80.0,9.0,38.0,16.0
842,서울특별시 노원구 동일로239길 68,0.0,40.0,60.0,15.0,36.0,21.0
843,서울특별시 노원구 동일로239나길 31,20.0,40.0,20.0,16.0,51.0,33.0
844,서울특별시 노원구 동일로241길 53,50.0,40.0,0.0,11.0,49.0,32.0
845,서울특별시 노원구 동일로242길 80,0.0,50.0,60.0,6.0,47.0,11.0
846,서울특별시 노원구 동일로242길 95,20.0,30.0,60.0,8.0,43.0,18.0
847,서울특별시 노원구 동일로242라길 21-11,50.0,30.0,40.0,12.0,58.0,33.0
848,서울특별시 노원구 동일로242라길 27,20.0,30.0,60.0,11.0,53.0,31.0
849,서울특별시 노원구 동일로245가길 41,20.0,30.0,60.0,9.0,26.0,26.0
850,서울특별시 노원구 동일로245길 162,20.0,30.0,60.0,9.0,24.0,26.0
851,서울특별시 노원구 동일로246길 39,50.0,30.0,40.0,12.0,59.0,34.0
852,서울특별시 노원구 동일로248길 16,50.0,40.0,0.0,9.0,47.0,29.0
853,서울특별시 노원구 동일로250길 18,20.0,20.0,60.0,6.0,16.0,17.0
854,서울특별시 노원구 마들로 111,100.0,50.0,0.0,7.0,23.0,15.0
855,서울특별시 노원구 마들로 127,40.0,50.0,40.0,5.0,13.0,14.0
856,서울특별시 노원구 마들로 31,40.0,30.0,20.0,9.0,18.0,25.0
857,서울특별시 노원구 마들로1길 44,100.0,50.0,0.0,8.0,27.0,16.0
858,서울특별시 노원구 마들로3길 37,0.0,50.0,40.0,6.0,14.0,13.0
859,서울특별시 노원구 마들로5길 25,20.0,0.0,0.0,1.0,1.0,0.0
860,서울특별시 노원구 상계로 193-14,50.0,10.0,20.0,19.0,56.0,45.0
861,서울특별시 노원구 상계로1길 82-14,20.0,50.0,100.0,23.0,118.0,57.0
862,서울특별시 노원구 상계로1길 92,20.0,50.0,100.0,14.0,94.0,30.0
863,서울특별시 노원구 상계로26길 20,20.0,20.0,80.0,23.0,95.0,49.0
864,서울특별시 노원구 상계로3길 50,50.0,50.0,80.0,25.0,136.0,71.0
865,서울특별시 노원구 상계로5길 12,70.0,30.0,40.0,29.0,152.0,110.0
866,서울특별시 노원구 상계로7길 18,50.0,30.0,40.0,27.0,147.0,82.0
867,서울특별시 노원구 석계로 49,40.0,20.0,40.0,15.0,37.0,29.0
868,서울특별시 노원구 석계로13길 35,40.0,40.0,100.0,15.0,41.0,9.0
869,서울특별시 노원구 석계로13길 6-10,100.0,40.0,40.0,15.0,39.0,8.0
870,서울특별시 노원구 석계로15길 25,100.0,40.0,80.0,15.0,40.0,10.0
871,서울특별시 노원구 섬밭로 123,20.0,60.0,40.0,13.0,16.0,25.0
872,서울특별시 노원구 섬밭로 139,0.0,60.0,80.0,6.0,9.0,11.0
873,서울특별시 노원구 섬밭로 17,100.0,40.0,40.0,18.0,44.0,30.0
874,서울특별시 노원구 섬밭로 196,50.0,70.0,40.0,9.0,19.0,16.0
875,서울특별시 노원구 섬밭로 229,20.0,40.0,60.0,12.0,24.0,31.0
876,서울특별시 노원구 섬밭로 232,50.0,40.0,60.0,14.0,34.0,35.0
877,서울특별시 노원구 섬밭로 265,0.0,60.0,60.0,8.0,18.0,26.0
878,서울특별시 노원구 섬밭로 52,40.0,40.0,40.0,16.0,52.0,33.0
879,서울특별시 노원구 수락산로 12,20.0,20.0,40.0,11.0,33.0,17.0
880,서울특별시 노원구 수락산로 234,0.0,50.0,60.0,8.0,26.0,16.0
881,서울특별시 노원구 수락산로 246,0.0,60.0,60.0,11.0,17.0,20.0
882,서울특별시 노원구 우이천로 102,0.0,20.0,100.0,10.0,18.0,15.0
883,서울특별시 노원구 우이천로2나길 14,0.0,10.0,100.0,6.0,13.0,5.0
884,서울특별시 노원구 월계로45가길 89,0.0,10.0,180.0,6.0,2.0,4.0
885,서울특별시 노원구 월계로45가길 94,0.0,10.0,160.0,9.0,6.0,4.0
886,서울특별시 노원구 월계로45길 21,0.0,30.0,100.0,11.0,9.0,14.0
887,서울특별시 노원구 월계로53길 21,50.0,40.0,60.0,7.0,14.0,8.0
888,서울특별시 노원구 월계로55길 15,50.0,40.0,60.0,5.0,14.0,8.0
889,서울특별시 노원구 중계로 172-13,0.0,30.0,100.0,14.0,58.0,49.0
890,서울특별시 노원구 중계로 184,0.0,40.0,120.0,18.0,59.0,51.0
891,서울특별시 노원구 중계로 195,0.0,40.0,100.0,18.0,63.0,53.0
892,서울특별시 노원구 중계로 230,0.0,40.0,120.0,20.0,53.0,52.0
893,서울특별시 노원구 중계로 233,0.0,40.0,120.0,20.0,54.0,53.0
894,서울특별시 노원구 중계로14나길 25,0.0,30.0,100.0,4.0,20.0,4.0
895,서울특별시 노원구 중계로8길 103,0.0,30.0,60.0,4.0,20.0,4.0
896,서울특별시 노원구 중계로8길 106,0.0,30.0,100.0,3.0,20.0,4.0
897,서울특별시 노원구 중계로8길 20,0.0,30.0,40.0,3.0,10.0,3.0
898,서울특별시 노원구 중계로8길 29,0.0,30.0,80.0,4.0,20.0,4.0
899,서울특별시 노원구 중계로8길 39,0.0,30.0,40.0,3.0,16.0,4.0
900,서울특별시 노원구 초안산로1길 18,0.0,30.0,180.0,11.0,7.0,9.0
901,서울특별시 노원구 초안산로2라길 26,20.0,30.0,60.0,11.0,14.0,10.0
902,서울특별시 노원구 초안산로5길 22,0.0,0.0,120.0,4.0,3.0,4.0
903,서울특별시 노원구 한글비석로 151,0.0,70.0,80.0,4.0,9.0,7.0
904,서울특별시 노원구 한글비석로 383,50.0,20.0,60.0,22.0,79.0,49.0
905,서울특별시 노원구 한글비석로 396,50.0,10.0,40.0,20.0,58.0,44.0
906,서울특별시 노원구 한글비석로 480,0.0,30.0,120.0,5.0,14.0,17.0
907,서울특별시 노원구 한글비석로 530,50.0,60.0,120.0,12.0,21.0,44.0
908,서울특별시 노원구 한글비석로 91,20.0,60.0,80.0,12.0,36.0,22.0
909,서울특별시 노원구 한글비석로14길 8,0.0,10.0,120.0,11.0,37.0,31.0
910,서울특별시 노원구 한글비석로15길 51,0.0,10.0,80.0,17.0,44.0,34.0
911,서울특별시 노원구 한글비석로46가길 16,0.0,20.0,40.0,8.0,22.0,20.0
912,서울특별시 노원구 한글비석로46가길 34,0.0,30.0,60.0,5.0,13.0,16.0
913,서울특별시 노원구 한글비석로46나길 10,0.0,20.0,60.0,5.0,13.0,15.0
914,서울특별시 노원구 한글비석로48길 6,0.0,30.0,60.0,7.0,22.0,19.0
915,서울특별시 노원구 한글비석로52길 66,0.0,30.0,60.0,5.0,13.0,16.0
916,서울특별시 노원구 한글비석로54길 92,20.0,60.0,140.0,9.0,19.0,41.0
917,서울특별시 노원구 한글비석로5길 62,0.0,70.0,60.0,15.0,30.0,26.0
918,서울특별시 노원구 한글비석로8길 20,0.0,40.0,100.0,17.0,62.0,53.0
919,서울특별시 노원구 한글비석로8길 41,0.0,40.0,140.0,18.0,61.0,53.0
920,서울특별시 노원구 한글비석로8길 42,0.0,40.0,80.0,11.0,44.0,29.0
921,서울특별시 노원구 화랑로 355,100.0,30.0,0.0,11.0,23.0,37.0
922,서울특별시 노원구 화랑로 556,20.0,30.0,100.0,4.0,26.0,10.0
923,서울특별시 노원구 화랑로47길 38,100.0,20.0,0.0,11.0,24.0,37.0
924,서울특별시 노원구 화랑로51길 17,0.0,30.0,80.0,3.0,18.0,5.0
925,서울특별시 노원구 화랑로51길 78,0.0,20.0,80.0,5.0,20.0,5.0
926,서울특별시 도봉구 노해로40길 71,20.0,30.0,80.0,14.0,59.0,41.0
927,서울특별시 도봉구 노해로41가길 16,0.0,30.0,60.0,7.0,22.0,6.0
928,서울특별시 도봉구 노해로45길 26,0.0,20.0,100.0,5.0,16.0,5.0
929,서울특별시 도봉구 노해로63가길 7,40.0,60.0,40.0,16.0,48.0,39.0
930,서울특별시 도봉구 노해로63길 75,100.0,50.0,60.0,19.0,50.0,46.0
931,서울특별시 도봉구 노해로63다길 34,100.0,50.0,40.0,17.0,53.0,42.0
932,서울특별시 도봉구 노해로66길 21,40.0,40.0,40.0,19.0,43.0,50.0
